Employee_Number,Age,Gender,Education,Education_Field,Environment_Satisfaction,Marital_Status,Num_Companies_Worked,Over_18,Work_Life_Balance,Total_Working_Years,Distance_from_Home,Employee_Count,Years_at_Company,Business_Travel,Department,Job_Involvement,Job_Level,Job_Role,Years_in_Current_Role,Years_since_Last_Promotion,Years_with_Curr_Manager,Daily_Rate,Hourly_Rate,Monthly_Rate,Over_Time,Percent_Salary_Hike,Standard_Hours,Stock_Option_Level,Job_Satisfaction,Performance_Rating,Satisfaction_with_Manager,Training_Times_Last_Year,Attrition,Monthly_Income
1467,39,Male,4,Marketing,3,Married,7,Y,2,15,4,1,12,Travel Rarely,Sales,2,3,Sales Executive,11,2,11,630,67,8552,No,11,80,1,4,3,1,2,No,10855
1243,43,Male,3,Life Sciences,1,Married,4,Y,4,10,3,1,3,Travel Rarely,Research & Development,3,1,Laboratory Technician,2,1,2,935,89,14669,No,12,80,0,1,3,3,4,Yes,2362
691,32,Female,3,Technical Degree,3,Married,0,Y,2,2,20,1,1,Travel Rarely,Research & Development,4,1,Research Scientist,0,0,0,1320,89,21643,No,17,80,0,3,3,4,5,No,2585
1211,17,Male,3,Life Sciences,2,Single,1,N,2,1,2,1,1,Travel Rarely,Research & Development,2,1,Laboratory Technician,0,1,0,303,47,9241,No,22,80,0,4,4,3,3,Yes,1102
400,30,Male,4,Medical,4,Married,1,Y,2,10,22,1,10,Travel Rarely,Research & Development,3,2,Manufacturing Director,2,6,7,330,98,21057,Yes,15,80,2,3,3,4,3,Yes,6179
1058,50,Male,4,Medical,4,Married,0,Y,3,5,19,1,4,Non-Travel,Research & Development,3,1,Research Scientist,3,1,2,715,41,26589,No,18,80,1,4,3,1,3,No,4258
1392,49,Female,4,Medical,4,Divorced,3,Y,2,32,1,1,7,Travel Rarely,Sales,3,5,Manager,0,0,6,854,68,24118,No,11,80,1,4,3,3,3,No,19517
699,20,Female,3,Medical,1,Married,1,Y,3,2,11,1,2,Travel Rarely,Research & Development,3,1,Research Scientist,1,1,2,253,43,24440,No,13,80,1,2,3,4,1,No,2244
582,41,Male,3,Life Sciences,2,Single,0,Y,3,10,2,1,9,Travel Rarely,Human Resources,3,1,Human Resources,7,1,8,244,97,5033,No,13,80,0,4,3,2,5,No,3539
332,44,Male,3,Technical Degree,4,Married,4,Y,3,8,28,1,5,Travel Rarely,Research & Development,3,1,Research Scientist,4,0,3,950,97,4585,No,20,80,1,4,4,4,3,No,2132
982,31,Female,2,Life Sciences,4,Single,4,Y,3,10,2,1,8,Travel Frequently,Research & Development,3,2,Research Scientist,7,0,7,1316,38,2338,Yes,14,80,0,3,3,4,2,No,4998
837,39,Female,5,Life Sciences,2,Married,7,Y,3,22,2,1,18,Travel Rarely,Sales,3,4,Manager,16,11,8,1276,91,5626,No,16,80,1,1,3,2,2,No,16595
571,37,Male,4,Marketing,3,Divorced,0,Y,3,9,10,1,8,Travel Rarely,Sales,2,3,Sales Executive,7,2,7,770,73,5569,Yes,14,80,2,3,3,2,2,No,8740
1307,51,Male,3,Life Sciences,4,Single,2,Y,3,19,6,1,2,Travel Rarely,Research & Development,3,2,Laboratory Technician,2,2,2,346,86,10919,No,17,80,0,4,3,4,4,No,2450
73,36,Male,4,Marketing,4,Divorced,4,Y,3,9,16,1,1,Travel Rarely,Sales,2,2,Sales Executive,0,0,0,342,66,24558,No,19,80,2,3,3,4,2,No,6334
1155,24,Female,2,Medical,3,Married,1,Y,3,8,5,1,8,Travel Frequently,Research & Development,2,1,Research Scientist,7,1,7,887,88,20898,Yes,14,80,1,3,3,1,2,Yes,2366
334,26,Female,2,Life Sciences,4,Single,1,Y,3,5,8,1,5,Travel Rarely,Research & Development,3,1,Research Scientist,3,0,2,1117,66,4488,No,21,80,0,4,4,4,3,No,3310
712,36,Male,3,Life Sciences,1,Divorced,0,Y,2,17,3,1,16,Travel Rarely,Sales,3,3,Sales Executive,10,5,13,119,76,9647,No,12,80,2,3,3,3,6,No,10609
411,33,Male,4,Life Sciences,2,Single,1,Y,3,17,6,1,17,Travel Rarely,Research & Development,1,2,Research Scientist,11,11,8,1017,82,19368,No,13,80,0,4,3,2,3,No,6646
87,54,Male,1,Life Sciences,4,Married,3,Y,3,23,2,1,3,Travel Frequently,Research & Development,3,3,Manufacturing Director,2,1,2,1091,65,15813,No,18,80,1,2,3,2,4,No,10976
938,54,Female,5,Life Sciences,1,Single,3,Y,3,37,18,1,10,Travel Rarely,Sales,3,4,Manager,9,7,7,1117,83,9873,No,23,80,0,2,4,4,2,No,16835
560,49,Female,2,Life Sciences,3,Married,4,Y,2,18,14,1,7,Travel Rarely,Sales,3,2,Sales Executive,7,0,7,1178,87,14862,No,11,80,1,4,3,3,2,No,4936
762,41,Male,4,Life Sciences,4,Divorced,6,Y,2,9,18,1,4,Travel Rarely,Research & Development,3,2,Research Scientist,3,1,2,557,35,11189,Yes,17,80,1,1,3,3,3,No,5410
1220,24,Female,3,Life Sciences,1,Married,0,Y,3,5,1,1,4,Travel Rarely,Research & Development,3,2,Manufacturing Director,2,1,2,685,62,7505,No,12,80,2,3,3,4,3,No,4898
1035,33,Female,3,Life Sciences,4,Married,1,Y,3,17,9,1,17,Travel Rarely,Research & Development,2,3,Manufacturing Director,14,5,15,607,66,23457,Yes,20,80,1,3,4,2,2,No,10685
745,34,Female,4,Life Sciences,2,Married,7,Y,3,11,24,1,9,Non-Travel,Research & Development,3,2,Laboratory Technician,8,0,8,1105,47,6927,No,15,80,1,2,3,3,3,No,5674
41,22,Male,1,Life Sciences,3,Divorced,1,Y,2,4,26,1,4,Travel Rarely,Research & Development,3,1,Research Scientist,2,0,2,1309,83,16092,No,12,80,2,4,3,3,2,No,2904
1109,31,Female,3,Medical,4,Married,1,Y,3,8,14,1,8,Travel Rarely,Research & Development,3,1,Research Scientist,7,1,6,931,72,4673,No,13,80,1,2,3,4,5,No,2756
80,28,Female,2,Medical,2,Married,1,Y,2,6,3,1,6,Travel Rarely,Sales,3,2,Sales Executive,0,1,2,1176,62,3487,No,14,80,1,3,3,1,5,No,5561
317,51,Male,4,Life Sciences,1,Divorced,2,Y,2,16,29,1,9,Non-Travel,Sales,3,1,Sales Representative,8,0,0,585,40,19788,No,15,80,2,4,3,2,3,No,3482
82,24,Male,4,Medical,4,Married,1,Y,4,3,17,1,3,Travel Rarely,Research & Development,1,1,Laboratory Technician,2,0,2,390,62,6217,No,15,80,3,3,3,3,3,No,2305
232,33,Male,3,Technical Degree,4,Married,1,Y,3,10,1,1,10,Travel Rarely,Sales,2,3,Sales Executive,9,8,6,971,64,12288,Yes,14,80,0,3,3,4,3,No,7083
1164,16,Female,3,Medical,4,Single,1,N,3,0,10,1,0,Travel Rarely,Sales,2,1,Sales Representative,0,0,0,812,69,9724,No,12,80,0,3,3,1,2,No,1200
649,30,Female,3,Medical,1,Single,7,Y,4,10,9,1,5,Travel Rarely,Research & Development,3,1,Laboratory Technician,4,0,4,1033,41,10224,No,22,80,0,1,4,1,2,Yes,4200
161,51,Female,2,Medical,4,Divorced,1,Y,3,5,13,1,4,Travel Rarely,Research & Development,4,2,Manufacturing Director,2,1,3,1084,57,26250,No,11,80,2,1,3,3,3,No,4450
1204,31,Male,1,Marketing,3,Married,0,Y,2,4,2,1,3,Travel Rarely,Sales,3,2,Sales Executive,2,1,2,499,36,20497,Yes,13,80,3,2,3,1,3,No,4078
843,47,Female,2,Technical Degree,3,Single,7,Y,3,25,1,1,7,Travel Rarely,Research & Development,2,4,Healthcare Representative,1,0,7,1091,90,17810,Yes,12,80,0,3,3,4,2,No,13964
1067,45,Male,1,Medical,2,Single,3,Y,3,5,4,1,0,Travel Frequently,Sales,3,2,Sales Representative,0,0,0,1309,99,25751,No,19,80,0,3,3,1,3,No,2976
252,37,Male,2,Medical,3,Married,1,Y,3,21,7,1,21,Travel Frequently,Research & Development,2,5,Manager,9,13,3,672,54,21141,No,15,80,1,4,3,1,2,No,19272
444,29,Female,3,Medical,3,Single,1,Y,3,10,24,1,10,Travel Rarely,Research & Development,2,2,Healthcare Representative,9,1,8,1062,96,17198,No,19,80,0,1,3,2,2,No,6812
988,35,Female,2,Medical,3,Married,5,Y,3,10,21,1,5,Travel Frequently,Sales,3,1,Sales Representative,4,0,0,1231,54,21222,No,15,80,1,4,3,2,3,No,2973
383,57,Female,4,Medical,3,Married,7,Y,2,31,7,1,10,Travel Rarely,Research & Development,2,3,Manufacturing Director,9,5,9,601,53,12023,Yes,14,80,0,1,3,4,0,Yes,10008
422,27,Female,1,Other,3,Married,3,Y,3,9,8,1,7,Travel Rarely,Research & Development,1,2,Healthcare Representative,7,0,7,441,39,7288,No,13,80,1,1,3,3,3,No,9715
403,34,Male,4,Medical,2,Married,0,Y,4,6,23,1,5,Travel Rarely,Research & Development,1,1,Laboratory Technician,4,0,3,185,91,9696,No,16,80,1,3,3,2,2,No,2705
1173,47,Male,4,Medical,4,Married,4,Y,2,13,20,1,0,Travel Rarely,Research & Development,3,1,Research Scientist,0,0,0,1469,51,5543,No,17,80,2,3,3,1,2,No,2259
1348,33,Female,3,Life Sciences,4,Divorced,1,Y,3,11,3,1,11,Travel Rarely,Research & Development,3,2,Research Scientist,8,7,9,1130,66,19332,No,12,80,1,2,3,3,2,No,5433
40,20,Female,1,Technical Degree,1,Single,1,Y,3,3,1,1,3,Travel Frequently,Sales,2,1,Sales Representative,2,1,2,756,99,9150,Yes,11,80,0,2,3,3,3,Yes,2174
590,37,Male,3,Medical,4,Married,2,Y,3,11,6,1,7,Travel Rarely,Sales,4,3,Sales Executive,6,7,6,1462,38,4658,No,11,80,1,3,3,1,3,No,8237
261,36,Male,3,Other,3,Married,1,Y,3,10,3,1,10,Travel Rarely,Research & Development,3,3,Manufacturing Director,7,7,8,482,36,9606,No,15,80,1,3,3,3,2,No,9434
1223,33,Male,2,Marketing,4,Divorced,1,Y,3,5,11,1,5,Travel Frequently,Sales,3,2,Sales Executive,2,0,2,1182,54,18500,No,11,80,1,4,3,4,3,No,4968
1025,32,Male,3,Medical,2,Married,1,Y,3,14,21,1,14,Travel Rarely,Research & Development,4,1,Laboratory Technician,11,2,13,267,79,13637,No,18,80,3,2,3,4,6,No,2028
730,22,Female,1,Medical,3,Single,1,Y,1,3,4,1,3,Travel Rarely,Research & Development,3,1,Laboratory Technician,2,1,2,160,51,12862,No,13,80,0,2,3,3,3,No,3295
122,37,Female,4,Life Sciences,1,Single,4,Y,4,12,1,1,8,Travel Rarely,Sales,2,2,Sales Executive,3,0,7,702,59,12930,No,22,80,0,4,4,3,2,No,8686
101,41,Female,4,Other,3,Divorced,4,Y,3,8,8,1,5,Travel Rarely,Research & Development,3,2,Healthcare Representative,2,0,2,1473,74,2227,Yes,14,80,0,3,3,4,3,No,4522
1409,35,Female,4,Medical,4,Married,0,Y,3,4,1,1,3,Non-Travel,Research & Development,2,2,Manufacturing Director,2,1,2,894,33,15411,No,15,80,0,3,3,3,6,No,4374
655,37,Female,1,Marketing,2,Married,0,Y,2,21,24,1,20,Travel Rarely,Sales,2,4,Sales Executive,9,9,6,722,60,8828,No,11,80,1,4,3,1,2,No,12031
1201,32,Female,3,Medical,2,Married,1,Y,2,10,25,1,10,Travel Frequently,Sales,3,2,Sales Executive,7,0,1,1146,82,4905,No,12,80,1,3,3,1,3,No,4539
386,38,Female,1,Medical,2,Divorced,5,Y,3,15,2,1,12,Travel Rarely,Research & Development,4,2,Healthcare Representative,11,11,8,1202,89,13888,No,20,80,3,3,4,2,0,No,6377
98,23,Male,2,Life Sciences,2,Divorced,1,Y,3,6,5,1,6,Non-Travel,Research & Development,4,2,Healthcare Representative,3,1,5,675,85,18384,No,12,80,2,1,3,4,2,No,4000
942,30,Female,3,Marketing,4,Divorced,1,Y,2,2,5,1,2,Travel Frequently,Sales,3,1,Sales Representative,2,2,2,444,84,3909,No,11,80,1,2,3,3,5,No,2789
1264,35,Male,2,Life Sciences,2,Married,1,Y,2,18,1,1,18,Travel Rarely,Sales,3,2,Sales Executive,14,4,11,928,56,2823,Yes,14,80,1,4,3,4,1,No,6201
516,35,Male,3,Human Resources,3,Married,4,Y,3,8,13,1,5,Travel Rarely,Human Resources,3,1,Human Resources,2,0,4,1041,36,25527,No,13,80,1,2,3,2,2,No,2143
990,22,Male,1,Technical Degree,3,Divorced,3,Y,3,3,2,1,0,Travel Rarely,Sales,3,1,Sales Representative,0,0,0,541,62,9518,No,13,80,1,1,3,3,3,No,2322
67,26,Male,4,Medical,1,Single,0,Y,3,5,3,1,4,Travel Rarely,Research & Development,2,1,Research Scientist,2,1,1,1115,54,15174,No,13,80,0,4,3,4,0,No,2045
450,32,Male,3,Other,4,Single,3,Y,3,15,3,1,13,Travel Rarely,Sales,1,2,Sales Executive,9,3,12,1326,81,15891,No,18,80,0,1,3,4,2,No,4759
408,35,Male,1,Life Sciences,3,Married,1,Y,3,16,3,1,16,Travel Rarely,Sales,2,3,Sales Executive,7,3,7,530,51,5518,Yes,11,80,1,4,3,1,6,Yes,10325
425,31,Male,3,Life Sciences,1,Single,1,Y,3,10,3,1,10,Travel Frequently,Research & Development,3,1,Research Scientist,8,9,7,1076,70,3164,Yes,11,80,0,1,3,1,3,Yes,3348
337,39,Male,5,Medical,2,Married,2,Y,2,7,5,1,4,Travel Rarely,Research & Development,4,1,Research Scientist,2,0,3,1283,90,5561,Yes,12,80,0,3,3,1,5,No,2127
687,22,Male,3,Medical,2,Married,1,Y,3,6,23,1,6,Travel Rarely,Research & Development,4,1,Research Scientist,5,1,4,691,89,21630,Yes,11,80,2,4,3,2,3,No,2725
336,34,Male,4,Life Sciences,1,Single,1,Y,2,10,4,1,10,Travel Rarely,Research & Development,2,2,Laboratory Technician,4,1,8,172,37,22604,No,16,80,0,4,3,3,2,No,5810
563,38,Female,3,Medical,2,Married,6,Y,3,20,2,1,1,Travel Rarely,Research & Development,2,2,Laboratory Technician,0,0,0,555,78,13436,No,22,80,1,3,4,2,3,No,3448
1101,16,Male,3,Life Sciences,3,Single,1,N,3,0,3,1,0,Travel Rarely,Research & Development,3,1,Laboratory Technician,0,0,0,230,54,25233,No,13,80,0,3,3,3,2,Yes,1420
1259,31,Female,3,Marketing,4,Single,8,Y,2,13,2,1,11,Non-Travel,Sales,3,2,Sales Executive,7,1,7,1283,62,10697,No,15,80,0,2,3,4,2,No,5147
1419,29,Female,3,Life Sciences,1,Married,4,Y,3,7,22,1,5,Travel Rarely,Research & Development,3,1,Research Scientist,2,0,1,138,48,11539,Yes,11,80,0,3,3,2,2,Yes,2132
51,32,Female,1,Technical Degree,1,Divorced,1,Y,3,5,26,1,5,Non-Travel,Research & Development,2,1,Research Scientist,4,0,0,999,92,15891,No,20,80,3,3,4,3,2,No,2029
544,32,Male,4,Marketing,2,Single,0,Y,3,10,23,1,9,Non-Travel,Sales,3,2,Sales Executive,5,8,7,1065,72,10034,No,20,80,0,3,4,3,2,No,4568
212,44,Male,2,Life Sciences,4,Divorced,3,Y,2,12,2,1,9,Travel Rarely,Research & Development,3,3,Manufacturing Director,8,4,7,706,82,19989,No,14,80,1,4,3,3,4,No,8578
912,28,Male,3,Medical,3,Single,9,Y,3,8,10,1,5,Travel Rarely,Sales,2,2,Sales Executive,2,1,4,469,42,23413,No,11,80,0,3,3,3,2,No,5869
57,30,Female,2,Medical,3,Married,5,Y,2,9,8,1,5,Travel Rarely,Research & Development,4,2,Research Scientist,3,1,3,638,91,22162,No,12,80,1,3,3,3,3,No,5175
1037,37,Female,3,Medical,2,Married,3,Y,3,20,10,1,18,Travel Rarely,Research & Development,1,3,Research Director,16,1,11,201,99,3376,No,12,80,1,3,3,1,3,No,13206
934,36,Male,3,Life Sciences,4,Single,0,Y,3,10,23,1,9,Travel Frequently,Research & Development,2,3,Manufacturing Director,7,1,8,216,44,8787,No,21,80,0,3,4,2,2,No,9526
1199,29,Female,4,Life Sciences,3,Single,1,Y,3,11,8,1,11,Travel Rarely,Research & Development,3,2,Manufacturing Director,7,1,8,746,61,20682,No,23,80,0,4,4,4,2,No,4424
200,18,Female,3,Marketing,4,Single,1,Y,3,2,9,1,2,Travel Frequently,Sales,3,1,Sales Representative,2,0,2,769,54,17205,Yes,14,80,0,4,3,2,3,Yes,2323
476,43,Female,5,Medical,3,Single,1,Y,3,10,5,1,10,Travel Rarely,Research & Development,1,2,Laboratory Technician,7,1,4,1015,50,23447,Yes,14,80,0,1,3,1,3,No,5769
391,41,Male,2,Life Sciences,3,Married,1,Y,4,25,26,1,25,Travel Frequently,Sales,3,4,Manager,12,4,12,394,92,19494,Yes,12,80,2,4,3,4,3,No,16959
964,47,Female,2,Medical,4,Married,2,Y,3,19,7,1,9,Travel Frequently,Sales,3,1,Sales Representative,7,7,7,708,95,11740,Yes,11,80,2,3,3,3,3,Yes,2655
81,29,Female,3,Marketing,4,Divorced,1,Y,3,10,5,1,10,Travel Rarely,Sales,2,2,Sales Executive,9,1,2,570,30,5431,No,13,80,3,3,3,3,2,No,6118
312,24,Male,2,Medical,1,Divorced,5,Y,3,8,29,1,0,Travel Rarely,Sales,3,2,Sales Executive,0,0,0,775,45,4267,No,12,80,2,3,3,1,5,No,4306
886,40,Female,5,Medical,1,Married,3,Y,3,20,26,1,1,Travel Frequently,Research & Development,3,3,Research Director,0,0,0,458,60,23281,Yes,17,80,0,1,3,3,6,No,13191
772,27,Male,4,Technical Degree,1,Single,6,Y,1,11,1,1,9,Travel Rarely,Research & Development,2,1,Research Scientist,7,0,7,224,100,7568,No,13,80,0,1,3,3,2,Yes,2362
1335,22,Female,1,Medical,4,Married,1,Y,3,5,4,1,5,Travel Rarely,Sales,3,2,Sales Executive,4,0,3,1476,42,15211,Yes,12,80,2,3,3,3,3,No,4162
789,50,Male,3,Life Sciences,3,Divorced,1,Y,3,33,5,1,33,Travel Rarely,Human Resources,3,4,Manager,9,0,10,770,84,17588,Yes,11,80,1,2,3,2,2,No,14026
1359,27,Female,3,Medical,4,Divorced,0,Y,2,10,3,1,9,Travel Rarely,Research & Development,3,3,Manufacturing Director,7,1,7,950,93,8039,No,17,80,3,2,3,2,3,No,7655
534,21,Male,1,Life Sciences,2,Married,1,Y,2,4,8,1,4,Travel Rarely,Research & Development,1,1,Laboratory Technician,3,1,1,217,94,6881,No,15,80,1,1,3,1,3,No,2451
175,31,Male,3,Life Sciences,1,Married,6,Y,2,10,10,1,5,Travel Frequently,Research & Development,3,1,Research Scientist,2,1,3,585,56,17360,No,13,80,1,3,3,1,3,No,3433
172,42,Male,2,Medical,3,Divorced,1,Y,2,6,1,1,5,Travel Frequently,Research & Development,3,1,Research Scientist,3,2,3,429,99,11092,Yes,12,80,3,2,3,3,2,Yes,2342
529,48,Male,3,Life Sciences,4,Married,3,Y,3,22,24,1,12,Travel Rarely,Research & Development,3,4,Manufacturing Director,11,1,5,939,95,4161,Yes,18,80,1,3,3,4,2,No,13973
120,25,Male,2,Medical,4,Divorced,1,Y,3,5,1,1,5,Travel Rarely,Research & Development,3,1,Laboratory Technician,2,0,4,1469,82,17881,No,11,80,1,2,3,2,2,No,3816
842,25,Female,3,Life Sciences,4,Single,1,Y,3,7,20,1,7,Travel Frequently,Sales,3,2,Sales Executive,7,0,7,1242,90,12916,No,14,80,0,3,3,4,2,No,9981
1256,22,Male,1,Life Sciences,2,Married,0,Y,3,6,18,1,5,Travel Rarely,Research & Development,3,1,Laboratory Technician,3,1,2,1127,52,13257,No,12,80,1,3,3,3,2,No,2774
7,26,Male,3,Life Sciences,4,Married,1,Y,3,2,2,1,2,Travel Frequently,Research & Development,2,1,Laboratory Technician,2,2,2,193,52,14222,Yes,12,80,1,4,3,2,2,No,3867
1254,26,Male,1,Marketing,3,Married,0,Y,3,5,8,1,4,Travel Frequently,Sales,3,2,Sales Executive,2,1,1,829,84,24008,No,19,80,1,4,3,2,3,No,4342
671,41,Female,3,Life Sciences,1,Divorced,4,Y,4,4,8,1,1,Travel Rarely,Research & Development,3,2,Manufacturing Director,0,0,0,177,55,23814,No,21,80,1,2,4,3,2,No,4765
1360,54,Female,4,Technical Degree,4,Divorced,4,Y,3,28,4,1,5,Travel Rarely,Research & Development,3,5,Manager,2,4,2,718,92,18575,No,13,80,1,1,3,4,2,No,19943
1160,34,Male,4,Medical,4,Married,6,Y,3,10,1,1,8,Travel Rarely,Research & Development,2,1,Laboratory Technician,0,1,7,982,58,16340,No,12,80,1,3,3,2,2,No,2258
566,50,Male,3,Life Sciences,2,Single,9,Y,2,10,5,1,8,Travel Rarely,Sales,3,3,Sales Executive,7,7,7,1030,64,21534,Yes,19,80,0,2,3,3,2,Yes,8446
1156,25,Female,3,Life Sciences,3,Single,1,Y,2,4,5,1,4,Travel Rarely,Research & Development,3,1,Research Scientist,3,1,2,1220,85,20938,Yes,12,80,0,2,3,2,2,No,2478
1333,29,Male,1,Medical,2,Single,0,Y,3,6,2,1,5,Travel Rarely,Research & Development,2,1,Laboratory Technician,3,1,2,1427,35,11162,No,13,80,0,4,3,4,3,No,2720
631,47,Male,2,Technical Degree,4,Single,5,Y,2,7,2,1,1,Travel Rarely,Research & Development,4,1,Laboratory Technician,0,0,0,969,76,16620,No,11,80,0,2,3,3,4,No,2559
257,50,Male,4,Life Sciences,2,Married,5,Y,1,16,8,1,10,Travel Rarely,Research & Development,2,3,Research Director,9,4,7,1469,81,15736,No,16,80,2,2,3,4,5,No,12490
1136,52,Female,2,Life Sciences,1,Married,3,Y,2,9,9,1,4,Travel Rarely,Research & Development,3,2,Research Scientist,3,2,3,155,67,22474,No,11,80,2,3,3,3,6,No,2897
65,41,Male,1,Medical,2,Single,5,Y,3,8,2,1,2,Travel Frequently,Research & Development,3,1,Research Scientist,1,2,2,1271,35,9068,Yes,14,80,0,4,3,4,2,No,2515
29,29,Male,3,Medical,2,Single,1,Y,2,1,9,1,1,Travel Rarely,Sales,3,1,Sales Representative,0,0,0,945,89,16019,No,13,80,0,4,3,3,3,Yes,1081
987,50,Female,2,Medical,4,Married,2,Y,2,24,28,1,5,Travel Frequently,Research & Development,4,4,Manufacturing Director,3,0,2,322,59,9731,Yes,11,80,1,3,3,2,3,No,13247
677,45,Male,5,Life Sciences,4,Married,4,Y,3,21,5,1,3,Travel Rarely,Research & Development,3,5,Research Director,2,1,1,1482,42,16375,No,11,80,1,3,3,2,2,No,18300
1146,23,Male,1,Life Sciences,1,Married,2,Y,2,6,18,1,3,Travel Rarely,Sales,4,2,Sales Executive,2,1,2,1372,93,12477,No,11,80,0,3,3,2,3,No,6232
251,33,Female,4,Medical,3,Divorced,1,Y,2,16,25,1,16,Travel Rarely,Research & Development,3,3,Healthcare Representative,10,10,1,583,57,6975,Yes,11,80,1,3,3,3,3,No,10388
183,32,Male,4,Life Sciences,4,Divorced,3,Y,3,14,2,1,7,Travel Rarely,Research & Development,2,1,Research Scientist,3,5,7,1303,62,8416,No,12,80,1,3,3,3,3,No,2768
1274,27,Female,3,Technical Degree,2,Divorced,3,Y,3,10,7,1,7,Travel Rarely,Research & Development,3,1,Laboratory Technician,7,7,7,806,39,17285,Yes,13,80,2,3,3,1,2,Yes,3339
398,28,Male,2,Medical,4,Married,1,Y,2,12,1,1,12,Travel Rarely,Research & Development,3,1,Laboratory Technician,8,1,7,911,76,4077,No,13,80,0,2,3,3,6,No,3748
841,38,Male,2,Medical,1,Married,1,Y,3,10,9,1,10,Travel Rarely,Research & Development,3,2,Manufacturing Director,0,7,9,867,87,12315,No,25,80,1,1,4,4,3,No,5151
254,25,Female,3,Medical,3,Single,1,Y,2,6,8,1,6,Travel Rarely,Research & Development,3,1,Research Scientist,2,1,4,1054,67,6152,No,11,80,0,4,3,3,5,No,3445
1278,35,Male,4,Life Sciences,3,Single,3,Y,2,7,2,1,3,Travel Rarely,Sales,3,1,Sales Representative,2,1,2,1157,70,17001,Yes,21,80,0,4,4,4,3,No,2644
443,43,Male,2,Technical Degree,2,Single,0,Y,3,9,2,1,8,Travel Rarely,Sales,1,2,Sales Representative,7,3,1,954,46,12388,No,13,80,0,3,3,1,3,No,6632
722,48,Male,1,Life Sciences,3,Married,1,Y,3,10,8,1,10,Travel Frequently,Research & Development,2,2,Research Scientist,7,1,7,279,61,24907,No,23,80,1,2,4,4,3,No,5130
719,39,Male,2,Life Sciences,3,Divorced,2,Y,2,17,19,1,1,Travel Rarely,Research & Development,3,2,Research Scientist,0,0,0,1411,36,19877,No,16,80,2,1,3,1,2,No,3072
1149,24,Male,1,Other,4,Divorced,6,Y,2,7,2,1,2,Travel Rarely,Research & Development,3,1,Laboratory Technician,2,0,2,977,57,7298,Yes,19,80,1,3,3,3,2,No,3977
716,45,Female,3,Medical,4,Divorced,9,Y,2,28,3,1,22,Travel Frequently,Sales,3,4,Sales Executive,2,11,13,217,49,10225,Yes,12,80,2,3,3,4,2,No,13770
255,33,Male,4,Life Sciences,4,Married,4,Y,2,11,9,1,7,Travel Frequently,Research & Development,3,2,Laboratory Technician,1,0,7,234,93,6208,No,17,80,1,1,3,3,3,Yes,5346
1438,36,Male,3,Medical,1,Divorced,6,Y,3,17,10,1,1,Travel Frequently,Research & Development,3,3,Manufacturing Director,0,0,0,504,61,22573,No,11,80,2,3,3,2,5,Yes,10048
977,43,Male,3,Other,4,Married,0,Y,4,9,2,1,8,Travel Rarely,Sales,3,2,Sales Executive,7,3,7,561,61,16177,No,19,80,1,2,3,2,3,No,4805
966,46,Male,4,Life Sciences,1,Married,1,Y,2,10,29,1,10,Non-Travel,Research & Development,3,3,Manager,7,9,9,666,88,10268,Yes,12,80,1,2,3,4,2,Yes,11849
802,51,Male,4,Medical,3,Married,2,Y,2,11,8,1,8,Travel Rarely,Research & Development,2,2,Research Scientist,2,7,7,723,85,17747,No,15,80,0,2,3,1,3,Yes,4941
1439,48,Male,4,Life Sciences,4,Divorced,1,Y,3,7,18,1,7,Non-Travel,Research & Development,3,2,Manufacturing Director,7,1,7,1002,92,23793,Yes,15,80,2,4,3,1,0,No,6804
941,48,Male,3,Marketing,4,Divorced,4,Y,3,20,28,1,3,Travel Rarely,Sales,2,3,Sales Executive,2,2,0,410,39,16586,Yes,13,80,1,1,3,2,3,Yes,10854
1178,27,Male,3,Life Sciences,3,Married,1,Y,3,5,26,1,5,Travel Rarely,Sales,2,2,Sales Executive,3,0,4,736,48,24232,No,11,80,1,1,3,3,0,No,4724
1381,32,Male,2,Life Sciences,4,Divorced,1,Y,3,9,7,1,9,Travel Frequently,Research & Development,3,2,Healthcare Representative,7,2,8,1303,36,18079,No,20,80,3,3,4,3,2,No,5968
974,34,Male,3,Life Sciences,1,Single,2,Y,3,15,7,1,4,Travel Rarely,Research & Development,3,1,Laboratory Technician,3,1,3,311,77,10950,No,11,80,0,2,3,3,4,No,2013
887,44,Female,3,Life Sciences,2,Single,1,Y,3,1,2,1,1,Travel Rarely,Research & Development,2,1,Research Scientist,0,0,0,252,95,6153,No,14,80,0,3,3,4,3,No,2274
554,36,Male,3,Life Sciences,3,Married,3,Y,2,9,19,1,4,Travel Rarely,Research & Development,3,2,Manufacturing Director,3,0,2,671,85,26493,No,17,80,3,3,3,1,2,No,5768
465,28,Female,3,Life Sciences,2,Married,2,Y,3,12,5,1,10,Travel Rarely,Sales,3,3,Sales Executive,9,7,4,1339,41,8053,No,12,80,1,4,3,3,2,No,9419
717,41,Female,2,Life Sciences,4,Single,3,Y,3,10,17,1,3,Travel Rarely,Research & Development,4,2,Research Scientist,2,0,2,916,82,23016,Yes,13,80,0,1,3,3,1,No,6545
156,27,Female,3,Medical,2,Married,4,Y,2,11,27,1,8,Travel Rarely,Research & Development,3,2,Healthcare Representative,7,1,1,657,66,25549,No,12,80,1,3,3,1,3,No,4335
